City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Zhezkazgan,KZ,2022-07-12 07:39:18,47.8043,67.7144,89.58,23,40,22.37
280,Namibe,AO,2022-07-12 07:39:19,-15.1961,12.1522,66.83,77,40,0.0
281,Ardmore,US,2022-07-12 07:39:19,34.1743,-97.1436,76.24,68,0,4.61
282,Airai,TL,2022-07-12 07:39:20,-8.9266,125.4092,62.28,75,69,3.94
283,Laredo,US,2022-07-12 07:37:13,27.5064,-99.5075,88.09,58,0,13.8
284,Saldanha,ZA,2022-07-12 07:39:20,-33.0117,17.9442,51.85,75,0,6.17
285,Te Horo,NZ,2022-07-12 07:39:21,-40.8084,175.1233,55.8,91,100,5.99
286,Provideniya,RU,2022-07-12 07:38:35,64.3833,-173.3,49.78,83,58,3.2
287,Saint-Louis,SN,2022-07-12 07:37:26,16.3333,-15.0,76.64,69,8,12.62
288,Rehoboth,NA,2022-07-12 07:39:22,-23.3167,17.0833,62.35,26,0,2.71
289,Sarankhola,BD,2022-07-12 07:39:22,22.3082,89.7897,88.25,72,43,14.05
290,Thiruvananthapuram,IN,2022-07-12 07:39:23,8.4833,76.9167,84.18,79,75,9.22
291,Kavaratti,IN,2022-07-12 07:39:23,10.5669,72.642,81.75,79,100,18.63
292,Katghora,IN,2022-07-12 07:39:23,22.5,82.55,92.68,49,91,7.58
293,Fort Frances,CA,2022-07-12 07:37:16,48.5999,-93.4003,57.06,61,0,0.0
294,Chapais,CA,2022-07-12 07:39:24,49.7834,-74.8492,58.78,99,100,1.97
295,Kyzyl-Suu,KG,2022-07-12 07:39:24,42.3414,78.0056,67.28,46,60,7.49
296,Santa Maria,BR,2022-07-12 07:39:25,-29.6842,-53.8069,49.37,92,100,8.05
297,Pangnirtung,CA,2022-07-12 07:39:25,66.1451,-65.7125,48.02,89,100,2.75
298,Tanda,IN,2022-07-12 07:39:25,26.55,82.65,105.31,29,54,15.17
299,Qurbus,TN,2022-07-12 07:39:26,36.8167,10.5687,80.94,52,0,9.57
300,Innisfail,AU,2022-07-12 07:39:26,-17.5333,146.0333,65.17,80,4,1.43
301,Puerto Quijarro,BO,2022-07-12 07:39:27,-17.7833,-57.7667,71.24,58,59,6.49
302,Alofi,NU,2022-07-12 07:39:27,-19.0595,-169.9187,73.29,78,65,9.22
303,Balikpapan,ID,2022-07-12 07:39:28,-1.2675,116.8289,85.19,79,20,4.61
304,Birin,NP,2022-07-12 07:39:28,26.8865,88.0718,73.9,78,70,3.96
305,Honiara,SB,2022-07-12 07:39:28,-9.4333,159.95,80.06,82,9,5.86
306,Aldan,RU,2022-07-12 07:39:29,58.6031,125.3894,69.01,65,100,2.21
307,Nanga Eboko,CM,2022-07-12 07:39:29,4.6833,12.3667,69.17,97,100,2.26
308,Poum,NC,2022-07-12 07:39:30,-20.2333,164.0167,75.29,73,87,11.32
309,Okhotsk,RU,2022-07-12 07:39:30,59.3833,143.3,63.63,89,65,8.99
310,Zyryanka,RU,2022-07-12 07:39:30,65.75,150.85,83.75,43,100,4.34
311,Kununurra,AU,2022-07-12 07:39:31,-15.7667,128.7333,80.58,11,99,9.22
312,Turayf,SA,2022-07-12 07:39:31,31.6725,38.6637,84.45,39,0,0.0
313,Gifhorn,DE,2022-07-12 07:39:32,52.4833,10.55,71.31,77,75,4.61
314,Darnah,LY,2022-07-12 07:39:32,32.767,22.6367,80.02,63,0,16.08
315,Loreto,MX,2022-07-12 07:39:32,22.2667,-101.9667,68.68,41,93,5.28
316,Fort Nelson,CA,2022-07-12 07:35:16,58.8053,-122.7002,62.19,45,75,6.91
317,Kysyl-Syr,RU,2022-07-12 07:39:33,63.8986,122.7617,77.59,46,38,9.31
318,Brandenburg,DE,2022-07-12 07:40:33,52.4167,12.55,70.16,46,6,7.27
319,Mount Isa,AU,2022-07-12 07:40:34,-20.7333,139.5,65.97,18,91,16.11
320,Lerwick,GB,2022-07-12 07:40:34,60.1545,-1.1494,55.4,84,21,24.0
321,Savelugu,GH,2022-07-12 07:40:35,9.6244,-0.8253,76.86,82,22,10.78
322,Souillac,MU,2022-07-12 07:40:35,-20.5167,57.5167,77.38,69,40,19.57
323,Turukhansk,RU,2022-07-12 07:40:35,65.8167,87.9833,63.32,40,89,17.58
324,Aklavik,CA,2022-07-12 07:40:36,68.2191,-135.0107,45.0,86,95,18.48
325,Montepuez,MZ,2022-07-12 07:40:36,-13.1256,38.9997,76.3,42,15,10.25
326,Sorong,ID,2022-07-12 07:40:37,-0.8833,131.25,77.22,92,100,7.25
327,Krasnoselkup,RU,2022-07-12 07:40:37,65.7,82.4667,61.83,39,21,18.63
328,Agadir,MA,2022-07-12 07:40:37,30.4202,-9.5982,70.25,64,35,2.35
329,Kaka,TM,2022-07-12 07:40:38,37.3482,59.6143,95.32,14,0,7.23
330,Manado,ID,2022-07-12 07:40:38,1.487,124.8455,84.97,70,40,1.14
331,Sinnamary,GF,2022-07-12 07:40:39,5.3833,-52.95,76.64,88,16,5.5
332,Luena,AO,2022-07-12 07:40:39,-11.7833,19.9167,60.98,72,0,8.05
333,Saint-Denis,FR,2022-07-12 07:40:40,48.9167,2.3333,78.24,65,0,4.61
334,Port Elizabeth,ZA,2022-07-12 07:40:40,-33.918,25.5701,61.32,71,0,4.61
335,Cururupu,BR,2022-07-12 07:40:40,-1.8283,-44.8683,73.8,93,80,2.59
336,Vilhena,BR,2022-07-12 07:40:41,-12.7406,-60.1458,65.66,67,27,3.02
337,Coquimbo,CL,2022-07-12 07:40:41,-29.9533,-71.3436,49.73,87,0,8.05
338,Tautira,PF,2022-07-12 07:40:42,-17.7333,-149.15,76.3,81,14,14.07
339,Salalah,OM,2022-07-12 07:40:42,17.0151,54.0924,78.89,89,100,9.22
340,Hays,US,2022-07-12 07:40:42,30.0502,-98.0336,84.6,67,20,8.1
341,Hovd,MN,2022-07-12 07:40:43,48.0056,91.6419,78.4,20,1,9.37
342,Melilla,ES,2022-07-12 07:36:25,35.2937,-2.9383,77.38,78,40,8.05
343,Venice,US,2022-07-12 07:40:27,27.0998,-82.4543,80.98,91,75,1.01
344,Port Hardy,CA,2022-07-12 07:40:43,50.6996,-127.4199,55.58,100,100,4.61
345,Berbera,SO,2022-07-12 07:40:44,10.4396,45.0143,97.07,32,18,26.13
346,Havoysund,NO,2022-07-12 07:40:44,70.9963,24.6622,59.23,79,83,4.97
347,Ghanzi,BW,2022-07-12 07:40:45,-21.5667,21.7833,66.7,27,0,9.86
348,Guba,PH,2022-07-12 07:40:45,10.3131,123.2667,80.33,79,100,5.44
349,Usak,TR,2022-07-12 07:40:46,38.5,29.4167,75.18,36,0,1.34
350,Yulara,AU,2022-07-12 07:40:46,-25.2406,130.9889,61.34,34,0,12.48
351,Pochutla,MX,2022-07-12 07:40:47,15.7432,-96.4661,75.81,91,100,3.62
352,Odweyne,SO,2022-07-12 07:40:47,9.4092,45.064,79.23,42,42,25.55
353,Pevek,RU,2022-07-12 07:40:48,69.7008,170.3133,53.31,52,100,9.44
354,Vila Praia De Ancora,PT,2022-07-12 07:40:48,41.811,-8.8526,83.1,44,46,4.88
355,Yanam,IN,2022-07-12 07:40:48,16.7333,82.2167,76.6,85,100,15.41
356,Koumac,NC,2022-07-12 07:40:49,-20.5667,164.2833,72.1,75,2,4.97
357,Bosaso,SO,2022-07-12 07:40:49,11.2842,49.1816,94.98,36,0,42.57
358,Juneau,US,2022-07-12 07:40:50,58.3019,-134.4197,52.21,95,100,5.75
359,Jumla,NP,2022-07-12 07:40:50,29.2747,82.1838,72.64,70,86,5.26
360,Smithers,CA,2022-07-12 07:40:51,54.7804,-127.1743,52.12,82,100,3.44
361,Fonte Boa,BR,2022-07-12 07:40:51,-2.4959,-66.2662,75.76,86,100,1.28
362,Wonthaggi,AU,2022-07-12 07:40:51,-38.6044,145.5913,47.82,75,74,8.48
363,Alekseyevka,RU,2022-07-12 07:40:52,50.6309,38.6903,70.72,60,35,13.53
364,Sao Filipe,CV,2022-07-12 07:37:22,14.8961,-24.4956,72.97,84,44,3.27
365,Naron,ES,2022-07-12 07:41:52,43.5167,-8.1528,86.04,52,0,4.29
366,Bojnurd,IR,2022-07-12 07:41:53,37.4747,57.329,87.75,14,0,6.91
367,Manga,BF,2022-07-12 07:41:53,11.6636,-1.0731,79.86,69,33,11.97
368,Houma,US,2022-07-12 07:41:54,29.5958,-90.7195,78.01,95,0,0.0
369,Masallatah,LY,2022-07-12 07:41:54,32.6167,14.0,79.09,55,0,7.92
370,Pitkyaranta,RU,2022-07-12 07:41:54,61.5734,31.4792,75.24,64,16,3.42
371,Port Augusta,AU,2022-07-12 07:41:55,-32.5,137.7667,52.34,65,27,8.08
372,Tabou,CI,2022-07-12 07:41:55,4.423,-7.3528,75.78,80,100,7.99
373,Moroni,KM,2022-07-12 07:41:56,-11.7022,43.2551,82.4,54,40,11.5
374,Vanavara,RU,2022-07-12 07:41:56,60.34,102.2797,61.09,47,99,4.99
375,Adrar,MR,2022-07-12 07:41:57,20.5022,-10.0711,94.55,12,3,6.58
376,Williams Lake,CA,2022-07-12 07:40:11,52.1415,-122.1445,58.57,88,40,6.91
377,Hoquiam,US,2022-07-12 07:41:57,46.9809,-123.8893,62.85,84,0,0.0
378,Bull Savanna,JM,2022-07-12 07:41:58,17.8868,-77.5902,75.31,89,80,9.15
379,Inuvik,CA,2022-07-12 07:41:58,68.3499,-133.7218,49.06,93,100,8.05
380,Mnogovershinnyy,RU,2022-07-12 07:41:59,53.9353,139.9242,69.1,90,100,2.06
381,Nacala,MZ,2022-07-12 07:41:59,-14.5428,40.6728,79.92,65,75,11.5
382,Lebork,PL,2022-07-12 07:41:59,54.5392,17.7501,72.43,56,62,14.54
383,Gevrai,IN,2022-07-12 07:42:00,19.2667,75.75,73.74,84,100,18.32
384,Beringovskiy,RU,2022-07-12 07:42:01,63.05,179.3167,50.38,78,44,7.02
385,La Cruz,MX,2022-07-12 07:42:01,23.9167,-106.9,78.82,86,100,4.07
386,Medea,DZ,2022-07-12 07:42:01,36.2642,2.7539,83.25,24,0,4.61
387,Port-Gentil,GA,2022-07-12 07:42:02,-0.7193,8.7815,73.36,88,75,4.61
388,Dicabisagan,PH,2022-07-12 07:37:25,17.0818,122.4157,82.94,84,100,4.72
389,Peniche,PT,2022-07-12 07:42:02,39.3558,-9.3811,78.46,58,96,3.76
390,Bonga,ET,2022-07-12 07:42:03,7.2833,36.2333,74.3,55,93,0.67
391,Puri,IN,2022-07-12 07:42:03,19.8,85.85,85.75,78,71,11.9
392,Maldonado,UY,2022-07-12 07:42:04,-34.6667,-54.9167,46.22,79,100,16.73
393,Nuuk,GL,2022-07-12 07:42:04,64.1835,-51.7216,34.41,100,100,9.22
394,Gat,IL,2022-07-12 07:42:04,31.61,34.7642,85.78,16,0,8.08
395,Guisa,CU,2022-07-12 07:42:05,20.255,-76.5386,71.96,91,94,3.11
396,Igarka,RU,2022-07-12 07:42:05,67.4667,86.5833,57.58,44,86,20.45
397,Havelock,US,2022-07-12 07:37:10,34.8791,-76.9013,74.93,95,95,2.13
398,Garissa,KE,2022-07-12 07:42:06,-0.4536,39.6401,83.44,42,48,23.38
399,Chiredzi,ZW,2022-07-12 07:42:06,-21.05,31.6667,76.48,33,1,5.32
400,Tirunelveli,IN,2022-07-12 07:42:07,8.7333,77.7,93.11,37,88,17.05
401,Bonfim,BR,2022-07-12 07:42:07,3.0833,-59.95,73.2,92,67,1.9
402,Petatlan,MX,2022-07-12 07:42:07,17.5167,-101.2667,77.14,92,97,3.24
403,Sulangan,PH,2022-07-12 07:42:08,11.1373,123.7228,85.24,70,100,5.17
404,Suraabad,AZ,2022-07-12 07:42:08,40.8192,49.4687,81.39,62,8,19.75
405,Pimentel,PE,2022-07-12 07:42:09,-6.8367,-79.9342,60.8,91,37,8.95
406,Ayan,RU,2022-07-12 07:42:09,56.45,138.1667,57.76,98,100,9.95
407,Mpika,ZM,2022-07-12 07:42:09,-11.8343,31.4529,66.24,51,7,11.48
408,Trincomalee,LK,2022-07-12 07:42:10,8.5711,81.2335,92.07,49,100,20.94
409,Christchurch,NZ,2022-07-12 07:42:21,-43.5333,172.6333,46.9,94,75,18.41
410,Los Llanos De Aridane,ES,2022-07-12 07:43:11,28.6585,-17.9182,67.75,85,75,14.97
411,Severo-Yeniseyskiy,RU,2022-07-12 07:39:51,60.3725,93.0408,55.54,78,100,5.3
412,Peterborough,GB,2022-07-12 07:38:47,52.5736,-0.2478,75.34,68,0,4.61
413,Cavalcante,BR,2022-07-12 07:43:11,-13.7975,-47.4583,59.56,67,40,3.78
414,Luis Correia,BR,2022-07-12 07:43:12,-2.8792,-41.6669,75.85,85,24,11.74
415,Vardo,NO,2022-07-12 07:43:12,70.3705,31.1107,57.18,94,0,10.36
416,Cap Malheureux,MU,2022-07-12 07:43:13,-19.9842,57.6142,75.47,60,6,11.99
417,Cartagena,CO,2022-07-12 07:43:13,10.3997,-75.5144,82.02,78,40,5.75
418,Gravdal,NO,2022-07-12 07:43:13,68.1214,13.5031,54.43,88,94,12.24
419,Pangkalanbuun,ID,2022-07-12 07:43:14,-2.6833,111.6167,85.37,69,87,3.44
420,Hamilton,US,2022-07-12 07:39:41,39.1834,-84.5333,75.15,89,0,8.05
421,Mehamn,NO,2022-07-12 07:43:14,71.0357,27.8492,60.75,77,0,3.44
422,Uruguaiana,BR,2022-07-12 07:43:15,-29.7547,-57.0883,48.13,87,0,10.36
423,Qaqortoq,GL,2022-07-12 07:43:15,60.7167,-46.0333,42.01,84,100,2.86
424,Mindelo,CV,2022-07-12 07:43:16,16.8901,-24.9804,72.95,68,20,2.3
425,Palmdale,US,2022-07-12 07:43:16,34.5794,-118.1165,79.48,29,0,6.91
426,Calvia,ES,2022-07-12 07:43:17,39.5657,2.5062,88.92,40,0,2.35
427,Gradignan,FR,2022-07-12 07:38:50,44.7726,-0.6139,79.34,57,0,6.91
428,San Jose,US,2022-07-12 07:42:25,37.3394,-121.895,67.69,82,20,6.91
429,Karratha,AU,2022-07-12 07:43:18,-20.7377,116.8463,75.11,32,1,13.69
430,Hambantota,LK,2022-07-12 07:43:18,6.1241,81.1185,91.74,52,20,19.57
431,Inndyr,NO,2022-07-12 07:43:18,67.0338,14.0276,66.94,64,50,4.36
432,Jalu,LY,2022-07-12 07:43:19,29.0331,21.5482,85.41,35,0,9.51
433,Ormara,PK,2022-07-12 07:43:19,25.2088,64.6357,85.05,81,25,15.93
434,Acapulco,MX,2022-07-12 07:43:20,16.8634,-99.8901,80.82,86,100,5.48
435,Vanderhoof,CA,2022-07-12 07:43:20,54.0166,-124.0198,51.69,91,100,1.36
436,Ugoofaaru,MV,2022-07-12 07:43:20,5.6667,73.0,81.95,74,100,8.1
437,Ihosy,MG,2022-07-12 07:43:21,-22.4,46.1167,70.29,45,0,5.39
438,Sarakhs,IR,2022-07-12 07:43:21,36.5449,61.1577,95.14,18,0,4.61
439,Diapaga,BF,2022-07-12 07:43:22,12.0708,1.7889,81.25,67,38,9.95
440,Klyuchi,RU,2022-07-12 07:43:22,52.2667,79.1667,81.05,30,5,18.92
441,Voznesenye,RU,2022-07-12 07:43:22,61.0106,35.4781,75.54,62,0,9.55
442,Albanel,CA,2022-07-12 07:43:23,48.8832,-72.4487,68.14,88,100,5.75
443,Truckee,US,2022-07-12 07:43:23,39.328,-120.1833,70.56,50,0,2.15
444,Yorosso,ML,2022-07-12 07:43:24,12.3536,-4.7761,77.0,78,38,12.26
445,Nome,US,2022-07-12 07:43:24,64.5011,-165.4064,59.07,68,100,6.91
446,Necochea,AR,2022-07-12 07:42:39,-38.5473,-58.7368,43.25,69,100,10.02
447,Mount Gambier,AU,2022-07-12 07:43:25,-37.8333,140.7667,42.49,95,26,3.11
448,Coahuayana,MX,2022-07-12 07:43:25,18.7333,-103.6833,77.59,91,84,2.13
449,Rio Grande,BR,2022-07-12 07:42:57,-32.035,-52.0986,47.95,90,100,25.28
450,Kruisfontein,ZA,2022-07-12 07:43:26,-34.0033,24.7314,58.41,56,0,3.31
451,Chon Buri,TH,2022-07-12 07:43:26,13.3,101.3,81.54,41,100,14.97
452,Altay,CN,2022-07-12 07:43:26,47.8667,88.1167,83.55,28,99,10.74
453,Umm Lajj,SA,2022-07-12 07:43:27,25.0213,37.2685,90.97,54,17,12.88
454,Dodge City,US,2022-07-12 07:43:27,37.7528,-100.0171,72.23,74,0,11.5
455,Lake Havasu City,US,2022-07-12 07:43:28,34.4839,-114.3224,102.81,15,0,6.91
456,Tuy Hoa,VN,2022-07-12 07:43:28,13.0833,109.3,83.68,81,60,7.49
457,Liaqatabad,PK,2022-07-12 07:43:29,31.5647,74.3029,98.64,49,75,11.5
458,Eydhafushi,MV,2022-07-12 07:44:29,5.1033,73.0708,81.72,72,99,6.6
459,Salym,RU,2022-07-12 07:44:30,60.0625,71.4789,74.41,33,26,11.07
460,Belyy Yar,RU,2022-07-12 07:44:30,53.6039,91.3903,76.89,38,0,13.42
461,San Antonio,US,2022-07-12 07:42:38,29.4241,-98.4936,86.45,62,75,10.36
462,Vila Franca Do Campo,PT,2022-07-12 07:44:29,37.7167,-25.4333,71.2,87,60,8.48
463,Nago,JP,2022-07-12 07:44:31,26.5881,127.9761,90.45,71,69,4.79
464,Nouadhibou,MR,2022-07-12 07:44:31,20.931,-17.0347,67.98,94,20,6.91
465,Birao,CF,2022-07-12 07:44:32,10.2849,22.7882,72.41,89,100,6.46
466,Tazmalt,DZ,2022-07-12 07:44:32,36.3868,4.3989,91.11,25,0,9.24
467,Prado,BR,2022-07-12 07:44:32,-17.3411,-39.2208,69.55,89,20,2.55
468,Minna,NG,2022-07-12 07:44:33,9.6139,6.5569,75.78,85,81,6.08
469,Saint-Pierre,RE,2022-07-12 07:44:33,-21.3393,55.4781,78.48,58,0,10.36
470,Longonjo,AO,2022-07-12 07:44:34,-12.9067,15.2533,67.62,33,0,7.43
471,Tumut,AU,2022-07-12 07:44:34,-35.3,148.2167,43.38,91,100,2.37
472,Kloulklubed,PW,2022-07-12 07:44:34,7.0419,134.2556,75.7,76,100,3.78
473,Pelym,RU,2022-07-12 07:44:35,61.0108,61.9978,84.6,34,11,9.17
474,Calbuco,CL,2022-07-12 07:44:35,-41.768,-73.1273,43.81,81,100,9.08
475,Iskateley,RU,2022-07-12 07:44:36,67.6803,53.1512,81.14,51,71,9.24
476,Gulu,UG,2022-07-12 07:44:36,2.7746,32.299,80.24,48,11,5.35
477,Faanui,PF,2022-07-12 07:44:37,-16.4833,-151.75,78.04,75,0,7.4
478,Krasnovishersk,RU,2022-07-12 07:44:37,60.4078,57.082,86.27,41,70,3.76
479,Kobryn,BY,2022-07-12 07:44:37,52.2138,24.3564,58.98,72,100,19.37
480,Cayenne,GF,2022-07-12 07:44:38,4.9333,-52.3333,75.09,1,18,0.0
481,Tamala,RU,2022-07-12 07:44:39,52.541,43.2515,79.11,54,3,12.28
482,Vitoria,BR,2022-07-12 07:40:02,-20.3194,-40.3378,69.85,92,75,2.3
483,Hailey,US,2022-07-12 07:44:39,43.5196,-114.3153,59.88,63,0,6.91
484,Panguna,PG,2022-07-12 07:44:40,-6.3164,155.4848,70.12,91,35,1.81
485,Hami,CN,2022-07-12 07:44:40,42.8,93.45,97.39,9,65,5.08
486,Kuytun,RU,2022-07-12 07:44:40,54.3419,101.5036,69.19,57,83,6.49
487,Oregon City,US,2022-07-12 07:44:41,45.3573,-122.6068,79.25,58,0,11.5
488,Bathsheba,BB,2022-07-12 07:44:41,13.2167,-59.5167,81.21,89,20,20.71
489,Rawson,AR,2022-07-12 07:44:41,-43.3002,-65.1023,39.51,64,97,10.71
490,Timbiqui,CO,2022-07-12 07:44:42,2.7717,-77.6654,72.79,96,96,5.5
491,Alice Springs,AU,2022-07-12 07:44:42,-23.7,133.8833,62.15,31,1,11.5
492,Tezu,IN,2022-07-12 07:44:43,27.9167,96.1667,95.11,52,100,2.68
493,Bossangoa,CF,2022-07-12 07:44:43,6.4926,17.4552,70.12,98,100,2.98
494,Boda,CF,2022-07-12 07:44:44,4.3189,17.4695,70.66,94,100,1.9
495,Suchedniow,PL,2022-07-12 07:44:44,51.0478,20.8292,60.8,56,15,15.32
496,Ullapool,GB,2022-07-12 07:44:44,57.8987,-5.1604,58.35,75,17,13.18
497,Quelimane,MZ,2022-07-12 07:44:45,-17.8786,36.8883,69.75,100,40,3.44
498,Monte Alto,BR,2022-07-12 07:44:45,-21.2611,-48.4964,56.55,65,68,8.93
499,Babaeski,TR,2022-07-12 07:44:46,41.4325,27.0931,80.37,24,14,7.83
500,Loukhi,RU,2022-07-12 07:44:46,66.0764,33.0381,72.72,68,100,2.91
501,Nanakuli,US,2022-07-12 07:44:46,21.3906,-158.1547,77.11,64,0,3.44
502,Berlevag,NO,2022-07-12 07:44:47,70.8578,29.0864,66.0,76,0,4.61
503,Touros,BR,2022-07-12 07:44:47,-5.1989,-35.4608,72.81,92,13,10.27
504,Sterling,US,2022-07-12 07:41:37,39.0062,-77.4286,69.93,79,0,9.22
505,Myitkyina,MM,2022-07-12 07:45:48,25.3833,97.4,94.96,50,98,1.34
506,Rocha,UY,2022-07-12 07:45:48,-34.4833,-54.3333,45.18,80,100,15.66
507,Port Said,EG,2022-07-12 07:45:49,31.2565,32.2841,80.58,78,40,8.05
508,Batagay-Alyta,RU,2022-07-12 07:45:49,67.8006,130.4114,71.35,38,35,21.32
509,Santiago,CL,2022-07-12 07:42:07,-33.4569,-70.6483,46.85,74,100,1.14
510,Asosa,ET,2022-07-12 07:45:50,10.0667,34.5333,60.89,95,100,3.15
511,Bonavista,CA,2022-07-12 07:45:50,48.6499,-53.1147,55.15,75,97,13.6
512,Liverpool,GB,2022-07-12 07:45:24,53.4106,-2.9779,72.61,67,0,5.75
513,Bowen,AU,2022-07-12 07:45:51,-20.0167,148.2333,66.47,70,92,4.47
514,Shenzhen,CN,2022-07-12 07:45:51,22.5455,114.0683,92.86,75,23,9.35
515,Praia,CV,2022-07-12 07:45:51,14.9215,-23.5087,75.74,78,75,10.36
516,San Rafael Del Sur,NI,2022-07-12 07:45:52,11.8485,-86.4384,76.1,84,99,8.41
517,Gafanha Da Encarnacao,PT,2022-07-12 07:45:52,40.6181,-8.733,66.31,46,79,3.13
518,Panorama,GR,2022-07-12 07:45:53,40.5878,23.0315,75.52,40,20,11.5
519,Ciudad Bolivar,VE,2022-07-12 07:45:53,8.1222,-63.5497,73.92,95,100,4.74
520,Huarmey,PE,2022-07-12 07:45:53,-10.0681,-78.1522,60.71,87,15,7.96
521,Encheng,CN,2022-07-12 07:45:54,22.1839,112.3026,92.97,62,74,7.02
522,Saint-Joseph,RE,2022-07-12 07:45:54,-21.3667,55.6167,77.38,64,14,13.69
523,Batticaloa,LK,2022-07-12 07:42:59,7.7102,81.6924,94.96,41,99,19.48
524,Sioux Lookout,CA,2022-07-12 07:42:39,50.1001,-91.917,60.87,94,100,4.61
525,Kalmunai,LK,2022-07-12 07:45:55,7.4167,81.8167,95.72,39,98,3.47
526,Coihaique,CL,2022-07-12 07:43:04,-45.5752,-72.0662,30.15,93,100,8.05
527,Gataia,RO,2022-07-12 07:45:55,45.4311,21.43,69.96,31,6,9.46
528,Stephenville,US,2022-07-12 07:45:08,32.2207,-98.2023,84.33,43,40,5.75
529,Kaiyuan,CN,2022-07-12 07:45:56,23.6977,103.3037,84.69,56,36,6.44
530,Antofagasta,CL,2022-07-12 07:45:57,-23.65,-70.4,54.68,64,4,5.77
531,Bayanday,RU,2022-07-12 07:45:57,53.0661,105.5139,75.63,34,100,5.68
532,Half Moon Bay,US,2022-07-12 07:45:06,37.4636,-122.4286,64.42,90,100,9.22
533,Jibuti,DJ,2022-07-12 07:45:58,11.5,42.5,92.32,27,66,15.66
534,San Ramon,US,2022-07-12 07:45:58,37.7799,-121.978,67.91,74,0,8.05
535,Dingle,PH,2022-07-12 07:45:59,10.9995,122.6711,85.78,69,100,2.95
536,Caravelas,BR,2022-07-12 07:45:59,-17.7125,-39.2481,68.86,92,25,3.09
537,Svetlogorsk,BY,2022-07-12 07:44:40,52.6333,29.7333,55.4,93,100,20.22
538,Atbasar,KZ,2022-07-12 07:46:00,51.8,68.3333,84.06,36,9,16.84
539,Calama,CL,2022-07-12 07:46:00,-22.4667,-68.9333,45.54,16,100,7.43
540,Rolla,US,2022-07-12 07:46:01,37.9514,-91.7713,78.94,73,75,8.05
541,Lavrentiya,RU,2022-07-12 07:46:01,65.5833,-171.0,43.92,91,63,1.77
542,Mandiana,GN,2022-07-12 07:46:01,10.6333,-8.6833,73.27,92,68,10.18
543,Margate,GB,2022-07-12 07:46:02,51.3813,1.3862,74.88,70,99,3.0
544,Casambalangan,PH,2022-07-12 07:46:02,18.3765,122.1274,84.16,82,100,7.52
545,Santa Isabel Do Rio Negro,BR,2022-07-12 07:46:03,-0.4139,-65.0192,71.24,98,47,2.24
546,Mandalgovi,MN,2022-07-12 07:46:03,45.7625,106.2708,63.86,44,24,21.21
547,Tuatapere,NZ,2022-07-12 07:46:04,-46.1333,167.6833,42.78,91,100,12.35
548,Cherskiy,RU,2022-07-12 07:46:04,68.75,161.3,74.46,73,94,7.52
549,Yarada,IN,2022-07-12 07:46:05,17.65,83.2667,84.52,74,75,16.11
550,Manavalakurichi,IN,2022-07-12 07:46:05,8.1333,77.3,84.67,68,100,20.71
551,Wagar,SD,2022-07-12 07:46:06,16.1525,36.2032,83.68,54,100,13.62
552,La Palma,US,2022-07-12 07:47:06,33.8464,-118.0467,68.9,88,0,4.61
553,Aykhal,RU,2022-07-12 07:47:07,66.0,111.5,56.48,84,100,0.56
554,Collie,AU,2022-07-12 07:47:07,-33.3667,116.15,58.1,75,47,5.88
555,Gisborne,NZ,2022-07-12 07:47:07,-38.6533,178.0042,57.33,80,49,16.6
556,Vestmannaeyjar,IS,2022-07-12 07:47:08,63.4427,-20.2734,50.52,89,100,18.37
557,Nha Trang,VN,2022-07-12 07:43:42,12.25,109.1833,86.0,79,75,8.08
